method,run,generation,best
BLX_sigma_0.01,1,128,0.025011394009642807
BLX_sigma_0.01,1,129,0.025007990249870438
BLX_sigma_0.01,1,130,0.024999122748153302
BLX_sigma_0.01,1,131,0.024998461887589696
BLX_sigma_0.01,1,132,0.024996422009509578
BLX_sigma_0.01,1,133,0.024996234225999392
BLX_sigma_0.01,1,134,0.024991086056328382
BLX_sigma_0.01,1,135,0.02498932504906426
BLX_sigma_0.01,1,136,0.02498932504906426
BLX_sigma_0.01,1,137,0.02498932504906426
BLX_sigma_0.01,1,138,0.02498625111306718
BLX_sigma_0.01,1,139,0.02498612660602839
BLX_sigma_0.01,1,140,0.02498612660602839
BLX_sigma_0.01,1,141,0.02498612660602839
BLX_sigma_0.01,1,142,0.02498430365943005
BLX_sigma_0.01,1,143,0.02498430365943005
BLX_sigma_0.01,1,144,0.024982411455667486
BLX_sigma_0.01,1,145,0.024982411455667486
BLX_sigma_0.01,1,146,0.024982411455667486
BLX_sigma_0.01,1,147,0.024982411455667486
BLX_sigma_0.01,1,148,0.024982397222760633
BLX_sigma_0.01,1,149,0.024981935066924366
BLX_sigma_0.01,1,150,0.024980868100524356
BLX_sigma_0.01,1,151,0.02498079085254734
BLX_sigma_0.01,1,152,0.024980744700675128
BLX_sigma_0.01,1,153,0.024980515443228213
BLX_sigma_0.01,1,154,0.024980019910908702
BLX_sigma_0.01,1,155,0.024980019910908702
BLX_sigma_0.01,1,156,0.02497989245065113
BLX_sigma_0.01,1,157,0.024979723624940497
BLX_sigma_0.01,1,158,0.02497866828086104
BLX_sigma_0.01,1,159,0.024978441599849077
BLX_sigma_0.01,1,160,0.024978005809921155
BLX_sigma_0.01,1,161,0.02497792510653596
BLX_sigma_0.01,1,162,0.024977787803676987
BLX_sigma_0.01,1,163,0.024977787803676987
BLX_sigma_0.01,1,164,0.024977787803676987
BLX_sigma_0.01,1,165,0.024977753174280193
BLX_sigma_0.01,1,166,0.024977027206174562
BLX_sigma_0.01,1,167,0.024977027206174562
BLX_sigma_0.01,2,0,130.70009137490476
BLX_sigma_0.01,2,1,17.678863130489173
BLX_sigma_0.01,2,2,17.678863130489173
BLX_sigma_0.01,2,3,17.678863130489173
BLX_sigma_0.01,2,4,11.243846576282166
BLX_sigma_0.01,2,5,8.507391988772808
BLX_sigma_0.01,2,6,4.555325735660894
BLX_sigma_0.01,2,7,4.306437051233241
BLX_sigma_0.01,2,8,3.266050584111133
BLX_sigma_0.01,2,9,2.5209976351463825
BLX_sigma_0.01,2,10,1.4496428241697357
BLX_sigma_0.01,2,11,1.4496428241697357
BLX_sigma_0.01,2,12,1.2089216952392514
BLX_sigma_0.01,2,13,1.151864525948918
BLX_sigma_0.01,2,14,1.1010236703798362
BLX_sigma_0.01,2,15,1.07295522893003
BLX_sigma_0.01,2,16,1.0546919950495457
BLX_sigma_0.01,2,17,1.0373163872715363
BLX_sigma_0.01,2,18,1.0210245319407458
BLX_sigma_0.01,2,19,0.7688925423638009
BLX_sigma_0.01,2,20,0.7688925423638009
BLX_sigma_0.01,2,21,0.7688925423638009
BLX_sigma_0.01,2,22,0.7441165575796733
BLX_sigma_0.01,2,23,0.6145361752247875
BLX_sigma_0.01,2,24,0.6145361752247875
BLX_sigma_0.01,2,25,0.6145361752247875
BLX_sigma_0.01,2,26,0.4463567623242706
BLX_sigma_0.01,2,27,0.4463567623242706
BLX_sigma_0.01,2,28,0.4463567623242706
BLX_sigma_0.01,2,29,0.4463567623242706
BLX_sigma_0.01,2,30,0.3390860788089325
BLX_sigma_0.01,2,31,0.2955704588524294
BLX_sigma_0.01,2,32,0.2955704588524294
BLX_sigma_0.01,2,33,0.2955704588524294
BLX_sigma_0.01,2,34,0.2955704588524294
BLX_sigma_0.01,2,35,0.2955704588524294
BLX_sigma_0.01,2,36,0.27653474426364866
BLX_sigma_0.01,2,37,0.27653474426364866
BLX_sigma_0.01,2,38,0.2268681687930001
BLX_sigma_0.01,2,39,0.2268681687930001
BLX_sigma_0.01,2,40,0.2268681687930001
BLX_sigma_0.01,2,41,0.2268681687930001
BLX_sigma_0.01,2,42,0.2268681687930001
BLX_sigma_0.01,2,43,0.2268681687930001
BLX_sigma_0.01,2,44,0.2268681687930001
BLX_sigma_0.01,2,45,0.2268681687930001
BLX_sigma_0.01,2,46,0.2268681687930001
BLX_sigma_0.01,2,47,0.2264604335558662
BLX_sigma_0.01,2,48,0.22506065043805523
BLX_sigma_0.01,2,49,0.20434910415144059
BLX_sigma_0.01,2,50,0.20434910415144059
BLX_sigma_0.01,2,51,0.1775519698935405
BLX_sigma_0.01,2,52,0.1775519698935405
BLX_sigma_0.01,2,53,0.1775519698935405
BLX_sigma_0.01,2,54,0.1628785334859142
BLX_sigma_0.01,2,55,0.1628785334859142
BLX_sigma_0.01,2,56,0.15410620932385743
BLX_sigma_0.01,2,57,0.13237417155872733
BLX_sigma_0.01,2,58,0.1297506404203077
BLX_sigma_0.01,2,59,0.1297506404203077
BLX_sigma_0.01,2,60,0.12106620662945466
BLX_sigma_0.01,2,61,0.12106620662945466
BLX_sigma_0.01,2,62,0.10400268976747151
BLX_sigma_0.01,2,63,0.10155350322982315
BLX_sigma_0.01,2,64,0.0991505563191114
BLX_sigma_0.01,2,65,0.09484494965984591
BLX_sigma_0.01,2,66,0.08684307501405619
BLX_sigma_0.01,2,67,0.08280941873146741
BLX_sigma_0.01,2,68,0.07744295976195736
BLX_sigma_0.01,2,69,0.06126351022058596
BLX_sigma_0.01,2,70,0.06126351022058596
BLX_sigma_0.01,2,71,0.06126351022058596
BLX_sigma_0.01,2,72,0.06126351022058596
BLX_sigma_0.01,2,73,0.06126351022058596
BLX_sigma_0.01,2,74,0.06126351022058596
BLX_sigma_0.01,2,75,0.06126351022058596
BLX_sigma_0.01,2,76,0.06126351022058596
BLX_sigma_0.01,2,77,0.06126351022058596
BLX_sigma_0.01,2,78,0.06126351022058596
BLX_sigma_0.01,2,79,0.06126351022058596
BLX_sigma_0.01,2,80,0.06126351022058596
BLX_sigma_0.01,2,81,0.06053065947211389
BLX_sigma_0.01,2,82,0.059445148114669166
BLX_sigma_0.01,2,83,0.059445148114669166
BLX_sigma_0.01,2,84,0.05815937133869631
